unified_id,platform,source_category,vector_hint,text_clean,label
UID040516,YouTube,judi_online_pinjol,judi_online_pinjol,"bener judol itu bukan judi,,, ga fair judi itu persentase kemengannya 50 persen klo ini real penipuan",judi_online_pinjol
UID000597,X,malware_apk,judi_online_pinjol,maap ini gue hepinya ampe mo nangis [EMOSI_SEDIH] [EMOSI_SEDIH] dari lamaaaaaaaaaa banget mau punya perintilan aespa. akhirnya punya setelah cari slot ningning dimana mana. tiba - tiba ada yg reach out di tiktok untuk join sharing-an dan dengan percayanya gue langsung join tanpa lihat track [EMOSI_SEDIH] [URL],judi_online_pinjol
UID034296,YouTube,judi_online_pinjol,judi_online_pinjol,"investigasi kompas pernah ke kamboja markas judolnya, dan pernah tanya ke orang penyedia link judol, katanya dengan 7-10juta bisa punya link judol+rekening bank+ nomor+alat2nya lengkap. murah sekali",judi_online_pinjol
UID000811,X,judi_online_pinjol,judi_online_pinjol,"kalo pinjol aja bisa dibatasi dan diatur oleh negara, harusnya judol juga ga sih? kira kira kenapa ya judol ga diberantas padahal udh makan banyak korban?",judi_online_pinjol
UID000996,X,judi_online_pinjol,judi_online_pinjol,[USER] apresiasi setinggi-tingginya untuk polri! langkah tegas yang luar biasa dalam memberantas jaringan judi online lintas negara. semoga sukses terus dalam menjaga keamanan digital kita!,judi_online_pinjol
UID011133,YouTube,peretasan_pencurian_identitas,phishing_rekayasa_sosial,dasar penipu kampret mesti di berantas mati sampe tuntas tangkepin terus suntik mati manusia macam gini harus di musnahkan doyan duit kerja keluarin tenaga banting tulang bukan nya nipuin duit orangorang udah kerja cape cape nabung buat masa tua/depan eh die pade yg nilepin [EMOSI_MARAH] [EMOSI_MARAH] [EMOSI_MARAH] [EMOSI_MARAH] [EMOSI_MARAH] woiiii para bank bca & bri tingkat kan keamanan bank kalian jgn sampe nasabah nya pada minggat & buat pak polisi tolong penilep penilep ini di berantas polisi itu pembela yang benar bukan yang jahat [EMOSI_SEDIH] [EMOSI_SEDIH] [EMOSI_SEDIH] [EMOSI_SEDIH] [EMOSI_SEDIH] orang udah susah malah di + susah duit nya di tilep kampret,phishing_rekayasa_sosial
UID041731,YouTube,judi_online_pinjol,judi_online_pinjol,"terima kasih banget bang marcell, ganti ulas pinjol yg bikin orang bunuh diri, biar pemerintah melek mata",judi_online_pinjol
UID007772,YouTube,peretasan_pencurian_identitas,judi_online_pinjol,mr bert brp no hp..sy lg masalah sama org2 ini..lewat pinjol..bantu dong..gmn caranya..,judi_online_pinjol
UID054377,X,peretasan_pencurian_identitas,peretasan_pencurian_identitas,"eormc dan perlindungan data pengguna: strategi privasi, keamanan data, dan tata kelola akses tujuan utama kebijakan perlindungan privasi pengguna adalah mengendalikan cakupan pengumpulan informasi pribadi, membatasi hak akses terhadap data, menekan risiko kebocoran data, serta [URL]",peretasan_pencurian_identitas
UID053694,X,penipuan_ewallet_qris,penipuan_ewallet_qris,"masjid terbesar asia tenggara lho ini... sering digunakan presiden lho ini... masih gak langsung bertindak jugaaa? terrr.. la.. lluuu... masjid istiqlal sudah lapor ke polisi soal qris ""palsu"" sejak 8 april, tapi tak diproses klik untuk baca: [URL]",penipuan_ewallet_qris
UID030520,YouTube,phishing_rekayasa_sosial,phishing_rekayasa_sosial,"ini harus tetep jaga-jaga banget si. modus penipuan jaman sekarang udah pinter banget, tetep waspada gais",phishing_rekayasa_sosial
UID054121,X,penipuan_ewallet_qris,penipuan_ewallet_qris,hati² terutama para dkm/takmir masjid. telah terjadi modus penipuan mengganti barcode qris kotak amal masjid nurul iman blok m square jaksel dan juga masjid di kalibata. [URL],penipuan_ewallet_qris
UID033859,YouTube,judi_online_pinjol,judi_online_pinjol,manusia bodoh yang masih main judol,judi_online_pinjol
UID036974,YouTube,judi_online_pinjol,judi_online_pinjol,bang saya putus asa karena judol,judi_online_pinjol
UID036127,YouTube,judi_online_pinjol,judi_online_pinjol,hanya orang yang tidak punya kepentingan dan waras bisa membuat konten dan mengedukasi yang kecanduan slot judol thanks bang marsel [USER],judi_online_pinjol
UID035088,YouTube,judi_online_pinjol,judi_online_pinjol,mantp idukasinya..ini lh sosok bang marsel bongkar ke busukan bandar situs judol..,judi_online_pinjol
UID045234,YouTube,judi_online_pinjol,judi_online_pinjol,"awal dari kehancuran keluarga dari judol adalah dari ""iseng""",judi_online_pinjol
UID041250,YouTube,judi_online_pinjol,judi_online_pinjol,rumus judi : kalah = penasaran menang = ketagihan jika sudah merasakan hal serupa selamat anda masuk lingkaran setan,judi_online_pinjol
UID039475,YouTube,judi_online_pinjol,judi_online_pinjol,"ibaratnya kalau sakau narkoba itu level 20,klo gila judol itu dh level 1000,byangin aj emak bapaknya,anak bininya dh ngingetin bahkan programernya sendiri yg ngasih tau masih bebel ttp main juga,beda tipis ama koruptor,stop judi online, korupsi jalan terus",judi_online_pinjol
UID041335,YouTube,judi_online_pinjol,judi_online_pinjol,judol cuci otak,judi_online_pinjol
UID040934,YouTube,judi_online_pinjol,judi_online_pinjol,"memberi edukasi gk ada yg percuma bro, sapa tau para pencandu judol itu menonton video ini, dan sadar, kita kan gk ada yg tau, sama halnya dgn narkoba, byk pecandu yg berhenti karena konten edukasi semacam ini, klo gk percaya search aja, jd jgn langsung menjudge sesuatu yg positif itu percuma, dan bagusnya lagi yg belum pernah mencoba jd tau klo judol itu penipuan jd mudah2an yg belum pernah mencoba tidak sekali2 untuk mencoba.",judi_online_pinjol
UID001015,X,judi_online_pinjol,judi_online_pinjol,"jangan mudah tergiur janji cuan instan, sobat desa. investasi bodong dan judi online sering datang dengan iming-iming keuntungan besar, padahal risikonya bisa merugikan keuangan, keluarga, hingga masa depan. [URL]",judi_online_pinjol
UID011375,YouTube,peretasan_pencurian_identitas,peretasan_pencurian_identitas,"bg bisa bantu saya, saya ditagih pinjol tapi saya gk merasa minjol, kemudian dia dapat ktp sama foto saya, bisa dilacak gk bg, tolong bantu karena nomor2 kontak saya dibajak semua",judi_online_pinjol
UID045074,YouTube,judi_online_pinjol,judi_online_pinjol,gw sih ga perlu masuk jurusan it dulu buat tau kalo org judi itu goblok,judi_online_pinjol
UID033500,YouTube,judi_online_pinjol,judi_online_pinjol,setuju banget..... cuma masih ada yg goblok menganggap ini judi. padahal penipuan,judi_online_pinjol
UID035030,YouTube,judi_online_pinjol,judi_online_pinjol,16 maret 2025 semoga hari ini jadi pengingat untuk diri gue sendiri agar kedepannya gue gk main judol lagi tolong bantu like guys untuk pengingat gue aja takutnya ngulangin lagi,judi_online_pinjol
UID045123,YouTube,judi_online_pinjol,judi_online_pinjol,"​ [USER] bukan pamer tapi dia sudah mengetahui bagaimana judi online itu bekerja, bilang aja lo iri",judi_online_pinjol
UID044157,YouTube,judi_online_pinjol,judi_online_pinjol,menurut gwe judi yg paling the real judi cuman togel macau..,judi_online_pinjol
UID034965,YouTube,judi_online_pinjol,judi_online_pinjol,tapi dengan adanya video ini ada juga yg berhenti judol tapi jadi pengen jadi bandar,judi_online_pinjol
UID051481,YouTube,malware_apk,malware_apk,"nahhhh gua ngalamin kejadian itu juga, ada abang abang ngirim apk undangan pernikahan kata nya mas coba buka, saya buka beneran, tapi saya bilang keabang abang nya gini : pak saya udah buka apk nya pake emulator dia marah marah trus ngeblock",malware_apk
UID040207,YouTube,judi_online_pinjol,judi_online_pinjol,ada bang judi bisa jadi kaya spt temen saya yang sekarang krna sering judi jadi kaya tapi (kaya tai) minjem uang ke semua temen gadibalikin,judi_online_pinjol
UID049557,YouTube,malware_apk,,"setting whatsapp nya jangan unduh otomatis, jng klik aneh2 mestipun dari orang yg kenal sekalipun. gue dulu pernah belajar phising sumpah antara terlalu baik dan awam penduduk indonesia pasti sehari yg kena hampir ribuan. tapi hati nurani gue say no tidak mau menanam karma buruk xd",phishing_rekayasa_sosial
UID002482,YouTube,deepfake_penipuan_ai,deepfake_penipuan_ai,"ga hanya public figure deh kayanya, akupun pernah ditelfon oleh dosen menggunakan whatsapp yang ternyata beliau merupakan hasil deepfake, untungnya tahu banget kalo fake dan aku sebar ke angkatan bahwa ada penipuan semacam itu",deepfake_penipuan_ai
UID042131,YouTube,judi_online_pinjol,judi_online_pinjol,"aku bukan player judol, bukan buzzer, dan bukan promotor, tapi temen ku ada yg kerja kaya di kamboja, kalau memang kemenangan bisa di setting seperti itu, apa mungkin mensetting jutaan pemain agar menang seperti itu ? lagi pula yg aku sayang kan hanya judol itu di ilegal kan, coba kalau di legal kan terus ada biaya pajak ppn setiap pemain terus serba dipajakin lah pasti kan nambah pemasukan negara nya jelas, gak seperti skrg tanpa pajak tapi bayar org tertentu biar bisa lancar judol nya",judi_online_pinjol
UID045173,YouTube,judi_online_pinjol,judi_online_pinjol,anj gw rungkad mulu,judi_online_pinjol
UID033854,YouTube,judi_online_pinjol,judi_online_pinjol,"komdigi sengaja app judol di biarkan, kalau pun di hapus , hanya sebagian kecil, untuk tolak sawan.",judi_online_pinjol
UID041661,YouTube,judi_online_pinjol,judi_online_pinjol,"manusia makan manusia. era modern emang udah gk jaman mencelakai orang lain dengan cara sihir sebangsa jin. tapi dengan sihir iming iming dan muslihat halu. ntah kenapa dengan korban korban ini, herannya udah tau rungkad ditipu masih aja terus terusan merungkad. yg salah egk cma komponen dari judolnya, korbannya juga salah, pasti sebelum rungkad sudah ada orang lain yg ngasi tau buat stop, tpi masih aja terus lanjut. pengen duit itu kerja nyata dan tidak instan langsung dapat milyaran, perlu waktu dan usaha nyata disertai pemikiran realistis. gw juga pernah ngasi tau temen gw yg pernah ketagihan judol, gw bilangin dia kalo bulan depan masih suka sedekah ke bandar dengan berharap dpt jackpot gede, siap siap banyak orang orang baru berdatangan yg mau nagih utang dan cari cari dianya. wkwk beneran dong. sampai nekat duit kantor buat kebutuhan kantor aja dibuatnya judol. ntah judol itu pakai racun apa kok bisa ngebuat orang sehalu itu dan setolol itu.",judi_online_pinjol
UID035309,YouTube,judi_online_pinjol,judi_online_pinjol,"kata yg gw ambil setelah nonton video ini..."" judol lebih parah dari narkoba"" [EMOSI_SEDIH]",judi_online_pinjol
UID035354,YouTube,judi_online_pinjol,judi_online_pinjol,"coba bang bahas yg judol live games nya soalnya itu rame karna alasan live jd gk nipu, saya punya temen susah banget dibilanginnya",judi_online_pinjol
UID034254,YouTube,judi_online_pinjol,judi_online_pinjol,edukasi yang bermanfaat bagi orang yang kecanduan judol,judi_online_pinjol
UID043899,YouTube,judi_online_pinjol,judi_online_pinjol,"[USER] -tm6ir yg gaji buka pemrintah bro, dari youtube, tp membantu rakyat indonesia berhenti main judol, yg ngrugiin negara ini, siapa yg di rugikan pemrintah bukan, bandar yg rugi di bongkar, kalo anda bisa batu untuk negri ini apa yg anda bisa, klw ngga bisa lbih baik diem",judi_online_pinjol
UID032688,YouTube,judi_online_pinjol,judi_online_pinjol,tu liat yg pecandu judol...liat...kalian masa sih pengen main lg...,judi_online_pinjol
UID042157,YouTube,judi_online_pinjol,judi_online_pinjol,nyesel gua main judi slot,judi_online_pinjol
UID044769,YouTube,judi_online_pinjol,judi_online_pinjol,awas video diedit admin judol..,judi_online_pinjol
UID045419,YouTube,judi_online_pinjol,judi_online_pinjol,jangan pernah sentuh judol ya sob,judi_online_pinjol
UID043884,YouTube,judi_online_pinjol,judi_online_pinjol,yuk guys viralkan video ini. agar banyak yg segera berhenti & tobat. dari judol.,judi_online_pinjol
UID038344,YouTube,judi_online_pinjol,judi_online_pinjol,dari semua video video bahwa judol itu penipu.ini video yang sangat bikin saya takut buat deposit lagi.trimakasih pesulap merah,judi_online_pinjol
UID032181,YouTube,judi_online_pinjol,judi_online_pinjol,"bingung gw sma pikiran yg main judol jahlun murokab / bodoh yg berkali lipat udah jelas d kasih tau sma vidio ini, sma bandarnya lagi jelas tdk d sensor tapi komentarnya masih kyk ragu ragu buat berhenti tolol amat elu ketololan yg haqiqi",judi_online_pinjol
UID043674,YouTube,judi_online_pinjol,phishing_rekayasa_sosial,cocok gue ada orang baik yang ngebongkar langsung dari admin real judi online gua berharap tidak ada lagi yang kena tipu,judi_online_pinjol
UID054047,X,penipuan_ewallet_qris,penipuan_ewallet_qris,"belajar kasus penipuan qris kotak amal, masyarakat dituntut lebih teliti [URL]",penipuan_ewallet_qris
UID054843,X,peretasan_pencurian_identitas,peretasan_pencurian_identitas,ges ada rekomendasi jasa hack ig ga ya [EMOSI_SEDIH] [EMOSI_SEDIH],peretasan_pencurian_identitas
UID053718,X,penipuan_ewallet_qris,penipuan_ewallet_qris,mohammad iman mahlil lubis telah ditetapkan polisi sebagai tersangka penyebar kode qris palsu di sejumlah masjid. siapa dia? [URL],penipuan_ewallet_qris
UID014971,YouTube,peretasan_pencurian_identitas,penipuan_ewallet_qris,"makanya kalo buat rekening dibaca tuh apa aja pasal2nya. disana ada bunyi yang kurang lebih pihak bank ga bertanggungjawab jika terjadi sesuatu hal yang diluar kewenangan pihak bank. temen saya angg* dew*n presenter jember. beliau korban link phising bank br*. hasil dia nabung bertahun2 90jtan hilang begitu saja. kasus sudah diselidiki kepolisian dan bank br* hasilnya kesalahan berada di costumer. artinya duit 90jt itu ya hilang begitu saja. ternyata banyak korban link phising di bank br* dan hasilnya sama, duit hilang begitu saja. artinya, begitu lemah keamanan bank di indonesia. ngeri ya! [EMOSI_SEDIH] semoga kalian semua dijauhkan dari keadaan seperti mas angg* dew*n kalo kalian di posisi beliau gmn?",phishing_rekayasa_sosial
UID048354,YouTube,judi_online_pinjol,judi_online_pinjol,"kadang minjem ke org terdekat ga dikasih kak, aku mending pinnjam ke pinjol trus bulan depan gajian bayar, tenor yg 1 bulan aja, itu juga kalo lg butuh bgt.",judi_online_pinjol
UID031796,YouTube,judi_online_pinjol,judi_online_pinjol,gara² lihat teman main akhirnya coba2 main judol....eee main pertama depo 50rb di kasih 900ribu....main situs lain depo 50ribu di kasih 2juta....tapi lama2 ujung2nya bnyak keluar uang daripada dapat uang...maknya ini saya sedang berusaha berhenti.. dari judalol,judi_online_pinjol
UID044259,YouTube,judi_online_pinjol,judi_online_pinjol,coba bongkar judol bola 24 dong marsel..,judi_online_pinjol
UID032714,YouTube,judi_online_pinjol,judi_online_pinjol,"cuma chanel ini yang berani bahas judol, chanel lain mana???",judi_online_pinjol
UID043537,YouTube,judi_online_pinjol,judi_online_pinjol,"idenya bagus bang ronal, pemerintah harus bikin semacam bnn tapi mengatasi judol. rehab atau pendampingan perlu juga. semoga g budeg pemerintah.ini masalah negara soalnya",judi_online_pinjol
UID054292,X,peretasan_pencurian_identitas,peretasan_pencurian_identitas,waduh...! 250 ribu akun twitter dibobol cracker [URL],peretasan_pencurian_identitas
UID021635,YouTube,malware_apk,judi_online_pinjol,"ikut nanya bang, win karnival slot ini bener nggk sih?",judi_online_pinjol
UID047299,YouTube,judi_online_pinjol,judi_online_pinjol,pinjol meresahkan [EMOSI_SEDIH] iklan nya lokasi nya di luar negeri semua di biayai perusahaan besar [EMOSI_SEDIH] moga aja hilang dari muka bumi ini,judi_online_pinjol
UID046034,YouTube,judi_online_pinjol,judi_online_pinjol,iklan yt nya aja judi,judi_online_pinjol
UID033335,YouTube,judi_online_pinjol,judi_online_pinjol,terima kasih bang marcel dan mas ronald atas pencerahannya mengupas tentang judol slot semoga orang pada bertobat .,judi_online_pinjol
UID039350,YouTube,judi_online_pinjol,judi_online_pinjol,"sampai detik saya nonton, setidaknya mas merah ini sudah mengedukasi 1,2 juta penonton soal penipuan judol ini. berkah dan amal yg luar biasa buat mas merah. saya minta izin share link nya ya mas merah",judi_online_pinjol
UID037638,YouTube,judi_online_pinjol,judi_online_pinjol,judol meraja lela masarakat makin sengsara karna penasaran tuk menang..perlu pemerintah berantas semua judol blokir semua tempat kami sudah banyak berantakan keluarganya karna judol habis semua..,judi_online_pinjol
UID043531,YouTube,judi_online_pinjol,judi_online_pinjol,tolong lah komdigi jngn cuma gaji doang yg gede. tolong brantas judol tolong gandeng bang ronal ikut serta brantas judoll,judi_online_pinjol
UID047245,YouTube,judi_online_pinjol,judi_online_pinjol,doa in bapa ku ga main judi lagi cape kena kdrt terus coba aja gada judi di dunia ini pasti hidup ku harmonis,judi_online_pinjol
UID043005,YouTube,judi_online_pinjol,judi_online_pinjol,sudah tau emng tipuan tapi ya emng dasar watak orangnya yg pada gob blok masih main judol aja,judi_online_pinjol
UID031773,YouTube,judi_online_pinjol,judi_online_pinjol,[EMOSI_WASPADA] [EMOSI_WASPADA] pengen farming dengan mudah [EMOSI_WASPADA] [EMOSI_WASPADA] caranya mudah: ~sholat 5 waktu ~istigfhar 10× ~sholat tahajud di jamin gacor [EMOSI_WASPADA],judi_online_pinjol
UID036034,YouTube,judi_online_pinjol,judi_online_pinjol,"ya bg gw sampe sock dengarnya,gw tertampar sekali dengan fakta ini kapok deh gak judol lagi emang bangsat ni judol [EMOSI_SEDIH]",judi_online_pinjol
UID048361,YouTube,judi_online_pinjol,judi_online_pinjol,"selain owner judinya, si penjudinya juga agak laen. memang pada dasarnya yang instan itu kurang baik. pelajaran yang bisa diambil adalah jangan pernah sekali-kali mencoba judi atau akan terjebak di lingkaran setan.",judi_online_pinjol
UID032544,YouTube,judi_online_pinjol,judi_online_pinjol,judol lonte 100 lbih sudah sembuh sulit .katanya unsur trnyata tipu,judi_online_pinjol
UID000876,X,judi_online_pinjol,judi_online_pinjol,"buat yg masih galob tulob, buat yg masih takut telbay, buat yg masih terjebak lingkaran pinjol ini. please baca ini",judi_online_pinjol
UID036387,YouTube,judi_online_pinjol,judi_online_pinjol,"judol akan selalu ada klu di pemerintahan y aja ga di blok ko ,kemaren kata di tangkap pegawai di pemerintahan y yg ngesahkan judi tapi mana bukti y ga ada yg di blok situs situs y",judi_online_pinjol
UID045360,YouTube,judi_online_pinjol,judi_online_pinjol,bikin lagu soal animasi judol,judi_online_pinjol
UID041917,YouTube,judi_online_pinjol,judi_online_pinjol,"terimakasih mas marcel atas edukasinya. saya sudah 1 tahun berhenti main judi online, saya sempat kecanduan judol 5 bulan saya rugi banyak tabungan kekuras. akhirnya saya sadar judol itu penipuan dan gak bakal endingnya kita kaya malah bikin duit habis. saya sudah ingatkan teman2 saya utk tdk main judi online lagi tapi otak mereka sudah tidak bisa diselamatkan dari ""ultra dungu"". semoga teman2 yg nonton video ini sadar dan cepat meninggalkan judi online",judi_online_pinjol
UID046030,YouTube,judi_online_pinjol,judi_online_pinjol,mengapa rakyat kita di biarkan begitu saja padahal sudah jelas judi online itu merusak masa depan mengapa di biarkan [EMOSI_SEDIH],judi_online_pinjol
UID036914,YouTube,judi_online_pinjol,judi_online_pinjol,"pemain judi slot pingin menang, itu hnya mimpi, yg ada setiap deposit ke bandar, di sana bandar nyari untung dulu, setelah satu pemain klah 10jt, baru di kasih kemenangan 1jt buat semangat lagi, dari kalah 10jt, lalu di kasih menang 1jt, di situ pemain masih tekor 9jt , bandar tertawa",judi_online_pinjol
UID046552,YouTube,judi_online_pinjol,judi_online_pinjol,judi itu kalau menang ketagihan kalau kalah penasaran,judi_online_pinjol
UID052037,YouTube,malware_apk,judi_online_pinjol,"pinjol jg banyak minta utk izin membaca sms,log telpon,kontak,camera,mic,apakah ini termasuk menghacker hp",judi_online_pinjol
UID046905,YouTube,judi_online_pinjol,judi_online_pinjol,"semoga ini jadi pembelajaran. btw ini kenyataan. semenjak temen aku main judi online, malah jadi gak karu2an. giliran dinasihati orang deketnya, malah marah2 tanpa alasan. aku sering liat yang itu. [EMOSI_SEDIH]",judi_online_pinjol
UID039360,YouTube,judi_online_pinjol,judi_online_pinjol,"mana ada nama nya kecanduan judol, kan itu semua bisa kita kontrol sama seperti merokok lu mau lu beli lu lagi ga mood lu pasti malas beli , yg ketergantungan itu bukan candu tapi lu nya lagi merasa gabut, coba pahami dulu deh baik baik omongan gue ini",judi_online_pinjol
UID041320,YouTube,judi_online_pinjol,judi_online_pinjol,jauhkaan aku dari judol. aminkan woyy,judi_online_pinjol
UID047575,YouTube,judi_online_pinjol,judi_online_pinjol,"selain tontonan dan hiburan tapi di episode ini juga terdapat banyak pelajaran tentang bahaya judol dan pinjol.. namanya judi kalo kalah jadi penasaran, begitupun menang jadi ketagihan dan membuat kita benar benar terjebak di lingkaran setan",judi_online_pinjol
UID037635,YouTube,judi_online_pinjol,judi_online_pinjol,kalo togel itu gimana ya? soalnya kan semua situs kekuarnya sama angkanya.,judi_online_pinjol
UID044436,YouTube,judi_online_pinjol,judi_online_pinjol,"paling males sama orang yang promosiin judol. sehingga membuat korbannya jadi meninggal dunia, kehidupan hancur, dan masuk rumah sakit jiwa.",judi_online_pinjol
UID046506,YouTube,judi_online_pinjol,judi_online_pinjol,dgn kalian semua main judi dan kalah trs bkl semakin memperkaya mantan pacar gw jdi ayo main bntr lg maxwin,judi_online_pinjol
UID036386,YouTube,judi_online_pinjol,judi_online_pinjol,"itu tools memang settingan, tapi tidak bisa digunakan untuk member yang beneran deposit . kali ini anda yang tertipu bang marcel ... biasa kita menyebut nya akun wso hanya untuk kebutuhan konten !! abang itu kalau memang menurut abang it beneran, semua situs judol itu kan cuma pihak ke 3 alias jasa rekber deposit dan withdraw ... urusan settingan itu tidak ada sebenernya !! yang ada itu bandar 70% pemain 30% !!! semua permainan slot yg mengatur kemenangan bandar 70% dan pemain 30% itu ya yg membuat permainan itu sendiri seperti pragmatic play, pgsoft, & lain2 ... kecuali togel dan casino itu pure 50% 50% jadi bukan kita yg mengatur itu semua bos kumis ya, aku tau itu tools kau untuk scam apa !!",judi_online_pinjol
UID036928,YouTube,judi_online_pinjol,judi_online_pinjol,"jangan slott saja bang,,, coba judi nomor togellll di bongkar sekaliannnn...",judi_online_pinjol
UID043283,YouTube,judi_online_pinjol,judi_online_pinjol,polisi kalau niat mau habisi judol gampang sebenarnya.... tinggal telusuri akun/rekening/ewallet penerima depo.... tapi maklum kita tau polisi terkesan membiarkan atau emang di lindungi????? mikir sendiri..,judi_online_pinjol
UID037830,YouTube,judi_online_pinjol,judi_online_pinjol,"kelewat t*l*l sih klo sampe player judol nonton ini, tp setelahnya masih gak mau stop main. kedunguan tingkat hakiki",judi_online_pinjol
UID037286,YouTube,judi_online_pinjol,judi_online_pinjol,pola judi itu di kasih menang misal 2jt kalah nya bisa 4 jt lebih,judi_online_pinjol
UID038885,YouTube,judi_online_pinjol,judi_online_pinjol,klu judi bola apa juga penipuan,judi_online_pinjol
UID053604,X,penipuan_ewallet_qris,penipuan_ewallet_qris,"mau bayar pakai qris? jangan sampai ketipu ya! sekarang bayar apa-apa makin gampang tinggal scan, langsung beres. tapi hati-hati, sebelum bayar, pastikan dulu nama merchant yang muncul sudah benar. soalnya, qris palsu bisa kelihatan mirip banget sama yang asli [URL]",penipuan_ewallet_qris
UID043564,YouTube,judi_online_pinjol,judi_online_pinjol,dari dulu memang saat awal pbuatan aplikasi ini kaga percaya saya dan penuh tipu tipu karena pembuatan aplikasi judol make formula tapi heran juga jutaaan orang masih main ini,judi_online_pinjol
UID037304,YouTube,judi_online_pinjol,judi_online_pinjol,gw punya kawan ini kerjaanya bagus keterima dimana mana gaji gede tapi masih main judol sepintar ini apa ini cukkkkk,judi_online_pinjol
UID000144,X,phishing_rekayasa_sosial,phishing_rekayasa_sosial,"[USER] [USER] berikan kode otp, pin, atau mengklik tautan apapun yang mereka kirimkan. jika kakak ada pertanyaan terkait aplikasi dana silakan kakak dapat menghubungi kami melalui dm ya. tks-ok- (2)",phishing_rekayasa_sosial
UID034494,YouTube,judi_online_pinjol,judi_online_pinjol,setiap muncul iklan judol selalu gua report,judi_online_pinjol
UID040533,YouTube,judi_online_pinjol,judi_online_pinjol,bahas togel.. apa sama di atur jg,judi_online_pinjol
UID035943,YouTube,judi_online_pinjol,judi_online_pinjol,"gak lengkap bahasnya bang marsel, bahas semuanya undang lagi, itu togel apa juga setingan bukan,",judi_online_pinjol
UID042861,YouTube,judi_online_pinjol,judi_online_pinjol,"gua awam bang, temen gua banyak yg suka judi. tapi judi togel, gimana tuh bang kalo bab togel?",judi_online_pinjol
UID041985,YouTube,judi_online_pinjol,judi_online_pinjol,"kalau mainnya togel itu gimn kak, cra kerjanya...",judi_online_pinjol
UID045003,YouTube,judi_online_pinjol,judi_online_pinjol,ini realita kehidupan pemain slots nahh lo tonton video ini korban judol,judi_online_pinjol
UID053941,X,penipuan_ewallet_qris,penipuan_ewallet_qris,pria misterius menempelkan qris dengan nomor rekening pribadinya pada kotak amal di sebuah masjid di jaksel. begini penampakan barcode qris palsu itu. [URL],penipuan_ewallet_qris
UID051100,YouTube,malware_apk,judi_online_pinjol,"baru aja sodara saya kena, langsung daftar pinjol & sebar pesan d grup",judi_online_pinjol
UID044688,YouTube,judi_online_pinjol,judi_online_pinjol,[USER] judol bkn cm slot,judi_online_pinjol
UID036678,YouTube,judi_online_pinjol,judi_online_pinjol,"bang, bongkar ttg togel juga dong,. buat beri pelajaran sama teman nih biar berhenti..",judi_online_pinjol
UID000875,X,judi_online_pinjol,judi_online_pinjol,"pemerintah tuh bisa memberantas judol dan pinjol, cuman mereka gmaw ajaa karna mereka jadi gadpet bagian",judi_online_pinjol
UID046221,YouTube,judi_online_pinjol,judi_online_pinjol,"persis tetangga ku disini nih bang rizki,ketagihan judol,utang numpuk rumah,motor di jual buat nutupin utang""masih kurang,utang nya ratusan juta,kompak laki bini masuk rsj ibunya meninggal,anak nya yatim piatu",judi_online_pinjol
UID044404,YouTube,judi_online_pinjol,judi_online_pinjol,bhas sma nomer togel juga bg biar negara konoha juga pda berhnti juga klo tau setingan nya juga,judi_online_pinjol
UID001092,X,judi_online_pinjol,judi_online_pinjol,"200 ribu anak indonesia terpapar judi online, negara kok bisa kalah? [URL]",judi_online_pinjol
UID043338,YouTube,judi_online_pinjol,judi_online_pinjol,"konten yg seperti ini yang seharusnya viral,, biar orang2 yg ketagihan judol tuh bisa tobat..",judi_online_pinjol
UID044947,YouTube,judi_online_pinjol,judi_online_pinjol,"judi offline aja pada kalah apalagi online, pasti kalah",judi_online_pinjol
UID043367,YouTube,judi_online_pinjol,judi_online_pinjol,habis sudah 2m jual tanah sama rumah buat judol,judi_online_pinjol
UID043342,YouTube,judi_online_pinjol,judi_online_pinjol,main judi mau kaya? puncak komedi,judi_online_pinjol
UID001107,X,judi_online_pinjol,judi_online_pinjol,"[USER] minjem bank jg persyaratannya lumayan deh dan nominalnya bisanya min lumayan gede, kira"" kmu sanggup ga sama cicilan tersebut. klo bisa cari pinjaman saudara dulu krna modal usaha gitu ga terlalu gede klo punya tempt. atau pinjaman online nominal kecil, cari apk yg bunganya kecil",judi_online_pinjol
UID046475,YouTube,judi_online_pinjol,judi_online_pinjol,kirain mau ngiklanin ternyata mau ngasi tau itu game judi baru tau soalnya sering muncul di iklan ig,judi_online_pinjol
UID037720,YouTube,judi_online_pinjol,judi_online_pinjol,ini konten terbaik sumpah.. hidup judol,judi_online_pinjol
UID034238,YouTube,judi_online_pinjol,judi_online_pinjol,temen gw ni di sklh main judi udah gw kasi tahu kalo itu setinggan ttp ga percaya [EMOSI_SEDIH],judi_online_pinjol
UID035337,YouTube,judi_online_pinjol,judi_online_pinjol,seketika admin judol panik,judi_online_pinjol
UID053939,X,penipuan_ewallet_qris,penipuan_ewallet_qris,"pasang stiker qris palsu di kotak amal masjid nurul iman, ini inisial pelaku bertubuh tambun [URL]",penipuan_ewallet_qris
UID041500,YouTube,judi_online_pinjol,judi_online_pinjol,judol itu kejahatan luar bisa.,judi_online_pinjol
UID044279,YouTube,judi_online_pinjol,judi_online_pinjol,"judol , pinjol , korupsi masalah utama negara ini ... hey pemerintah kerja yang benar berantasss semua ini .",judi_online_pinjol
UID044965,YouTube,judi_online_pinjol,judi_online_pinjol,kalau slot memang bisa di atur siapa yg menang dan putarannya.,judi_online_pinjol
